,RANK,NAME
,#108,Ethscription Baby Pastel Ape #136
,#109,Ethscription Baby Pastel Ape #249
,#110,Ethscription Baby Pastel Ape #38
,#111,Ethscription Baby Pastel Ape #93
,#112,Ethscription Baby Pastel Ape #328
,#113,Ethscription Baby Pastel Ape #329
,#114,Ethscription Baby Pastel Ape #5
,#115,Ethscription Baby Pastel Ape #311
,#116,Ethscription Baby Pastel Ape #307
,#117,Ethscription Baby Pastel Ape #344
,#118,Ethscription Baby Pastel Ape #359
,#119,Ethscription Baby Pastel Ape #86
,#120,Ethscription Baby Pastel Ape #227
,#121,Ethscription Baby Pastel Ape #87
,#122,Ethscription Baby Pastel Ape #150
,#123,Ethscription Baby Pastel Ape #98
,#124,Ethscription Baby Pastel Ape #247
,#125,Ethscription Baby Pastel Ape #177
,#126,Ethscription Baby Pastel Ape #252
,#127,Ethscription Baby Pastel Ape #162
,#128,Ethscription Baby Pastel Ape #111
,#129,Ethscription Baby Pastel Ape #80
,#130,Ethscription Baby Pastel Ape #397
,#131,Ethscription Baby Pastel Ape #57
,#132,Ethscription Baby Pastel Ape #322
,#133,Ethscription Baby Pastel Ape #7
,#134,Ethscription Baby Pastel Ape #237
,#135,Ethscription Baby Pastel Ape #255
,#136,Ethscription Baby Pastel Ape #292
,#137,Ethscription Baby Pastel Ape #300
,#138,Ethscription Baby Pastel Ape #364
,#139,Ethscription Baby Pastel Ape #139
,#140,Ethscription Baby Pastel Ape #141
,#141,Ethscription Baby Pastel Ape #179
,#142,Ethscription Baby Pastel Ape #118
,#143,Ethscription Baby Pastel Ape #356
,#144,Ethscription Baby Pastel Ape #119
,#145,Ethscription Baby Pastel Ape #295
,#146,Ethscription Baby Pastel Ape #340
,#147,Ethscription Baby Pastel Ape #132
,#148,Ethscription Baby Pastel Ape #269
,#149,Ethscription Baby Pastel Ape #365
,#150,Ethscription Baby Pastel Ape #419
,#151,Ethscription Baby Pastel Ape #349
,#152,Ethscription Baby Pastel Ape #332
,#153,Ethscription Baby Pastel Ape #54
,#154,Ethscription Baby Pastel Ape #339
,#155,Ethscription Baby Pastel Ape #12
,#156,Ethscription Baby Pastel Ape #312
,#157,Ethscription Baby Pastel Ape #336
,#158,Ethscription Baby Pastel Ape #363
,#159,Ethscription Baby Pastel Ape #274
,#160,Ethscription Baby Pastel Ape #360
,#161,Ethscription Baby Pastel Ape #208
,#162,Ethscription Baby Pastel Ape #84
,#163,Ethscription Baby Pastel Ape #216
,#164,Ethscription Baby Pastel Ape #362
,#165,Ethscription Baby Pastel Ape #242
,#166,Ethscription Baby Pastel Ape #379
,#167,Ethscription Baby Pastel Ape #213
,#168,Ethscription Baby Pastel Ape #152
,#169,Ethscription Baby Pastel Ape #212
,#170,Ethscription Baby Pastel Ape #355
,#171,Ethscription Baby Pastel Ape #168
,#172,Ethscription Baby Pastel Ape #144
,#173,Ethscription Baby Pastel Ape #261
,#174,Ethscription Baby Pastel Ape #305
,#175,Ethscription Baby Pastel Ape #202
,#176,Ethscription Baby Pastel Ape #248
,#177,Ethscription Baby Pastel Ape #303
,#178,Ethscription Baby Pastel Ape #22
,#179,Ethscription Baby Pastel Ape #282
,#180,Ethscription Baby Pastel Ape #368
,#181,Ethscription Baby Pastel Ape #35
,#182,Ethscription Baby Pastel Ape #413
,#183,Ethscription Baby Pastel Ape #67
,#184,Ethscription Baby Pastel Ape #298
,#185,Ethscription Baby Pastel Ape #260
,#186,Ethscription Baby Pastel Ape #218
,#187,Ethscription Baby Pastel Ape #250
,#188,Ethscription Baby Pastel Ape #266
,#189,Ethscription Baby Pastel Ape #205
,#190,Ethscription Baby Pastel Ape #345
,#191,Ethscription Baby Pastel Ape #116
,#192,Ethscription Baby Pastel Ape #185
,#193,Ethscription Baby Pastel Ape #123
,#194,Ethscription Baby Pastel Ape #238
,#195,Ethscription Baby Pastel Ape #309
,#196,Ethscription Baby Pastel Ape #369
,#197,Ethscription Baby Pastel Ape #110
,#198,Ethscription Baby Pastel Ape #352
,#199,Ethscription Baby Pastel Ape #415
,#200,Ethscription Baby Pastel Ape #42
,#201,Ethscription Baby Pastel Ape #374
,#202,Ethscription Baby Pastel Ape #47
,#203,Ethscription Baby Pastel Ape #59
,#204,Ethscription Baby Pastel Ape #417
,#205,Ethscription Baby Pastel Ape #176
,#206,Ethscription Baby Pastel Ape #399
,#207,Ethscription Baby Pastel Ape #90
,#208,Ethscription Baby Pastel Ape #297
,#209,Ethscription Baby Pastel Ape #259
,#210,Ethscription Baby Pastel Ape #149
,#211,Ethscription Baby Pastel Ape #154
,#212,Ethscription Baby Pastel Ape #58
,#213,Ethscription Baby Pastel Ape #308
,#214,Ethscription Baby Pastel Ape #30
,#215,Ethscription Baby Pastel Ape #121
,#216,Ethscription Baby Pastel Ape #373
,#217,Ethscription Baby Pastel Ape #146
,#218,Ethscription Baby Pastel Ape #414
,#219,Ethscription Baby Pastel Ape #33
,#220,Ethscription Baby Pastel Ape #371
,#221,Ethscription Baby Pastel Ape #23
,#222,Ethscription Baby Pastel Ape #186
,#223,Ethscription Baby Pastel Ape #321
,#224,Ethscription Baby Pastel Ape #310
,#225,Ethscription Baby Pastel Ape #380
,#226,Ethscription Baby Pastel Ape #304
,#227,Ethscription Baby Pastel Ape #313
,#228,Ethscription Baby Pastel Ape #223
,#229,Ethscription Baby Pastel Ape #327
,#230,Ethscription Baby Pastel Ape #104
,#231,Ethscription Baby Pastel Ape #319
,#232,Ethscription Baby Pastel Ape #101
,#233,Ethscription Baby Pastel Ape #64
,#234,Ethscription Baby Pastel Ape #361
,#235,Ethscription Baby Pastel Ape #416
,#236,Ethscription Baby Pastel Ape #159
,#237,Ethscription Baby Pastel Ape #61
,#238,Ethscription Baby Pastel Ape #234
,#239,Ethscription Baby Pastel Ape #353
,#240,Ethscription Baby Pastel Ape #387
,#241,Ethscription Baby Pastel Ape #109
,#242,Ethscription Baby Pastel Ape #199
,#243,Ethscription Baby Pastel Ape #280
,#244,Ethscription Baby Pastel Ape #348
,#245,Ethscription Baby Pastel Ape #367
,#246,Ethscription Baby Pastel Ape #155
,#247,Ethscription Baby Pastel Ape #115
,#248,Ethscription Baby Pastel Ape #108
,#249,Ethscription Baby Pastel Ape #372
,#250,Ethscription Baby Pastel Ape #76
,#251,Ethscription Baby Pastel Ape #39
,#252,Ethscription Baby Pastel Ape #412
,#253,Ethscription Baby Pastel Ape #296
,#254,Ethscription Baby Pastel Ape #117
,#255,Ethscription Baby Pastel Ape #228
,#256,Ethscription Baby Pastel Ape #324
,#257,Ethscription Baby Pastel Ape #398
,#258,Ethscription Baby Pastel Ape #408
,#259,Ethscription Baby Pastel Ape #299
,#260,Ethscription Baby Pastel Ape #180
,#261,Ethscription Baby Pastel Ape #370
,#262,Ethscription Baby Pastel Ape #193
,#263,Ethscription Baby Pastel Ape #330
,#264,Ethscription Baby Pastel Ape #163
,#265,Ethscription Baby Pastel Ape #170
,#266,Ethscription Baby Pastel Ape #14
,#267,Ethscription Baby Pastel Ape #85
,#268,Ethscription Baby Pastel Ape #333
,#269,Ethscription Baby Pastel Ape #125
,#270,Ethscription Baby Pastel Ape #350
,#271,Ethscription Baby Pastel Ape #160
,#272,Ethscription Baby Pastel Ape #388
,#273,Ethscription Baby Pastel Ape #316
,#274,Ethscription Baby Pastel Ape #405
,#275,Ethscription Baby Pastel Ape #306
,#276,Ethscription Baby Pastel Ape #105
,#277,Ethscription Baby Pastel Ape #127
,#278,Ethscription Baby Pastel Ape #366
,#279,Ethscription Baby Pastel Ape #385
,#280,Ethscription Baby Pastel Ape #384
,#281,Ethscription Baby Pastel Ape #81
,#282,Ethscription Baby Pastel Ape #275
,#283,Ethscription Baby Pastel Ape #158
,#284,Ethscription Baby Pastel Ape #55
,#285,Ethscription Baby Pastel Ape #175
,#286,Ethscription Baby Pastel Ape #375
,#287,Ethscription Baby Pastel Ape #32
,#288,Ethscription Baby Pastel Ape #277
,#289,Ethscription Baby Pastel Ape #290
,#290,Ethscription Baby Pastel Ape #92
,#291,Ethscription Baby Pastel Ape #338
,#292,Ethscription Baby Pastel Ape #411
,#293,Ethscription Baby Pastel Ape #268
,#294,Ethscription Baby Pastel Ape #173
,#295,Ethscription Baby Pastel Ape #224
,#296,Ethscription Baby Pastel Ape #302
,#297,Ethscription Baby Pastel Ape #29
,#298,Ethscription Baby Pastel Ape #191
,#299,Ethscription Baby Pastel Ape #203
,#300,Ethscription Baby Pastel Ape #142
,#301,Ethscription Baby Pastel Ape #343
,#302,Ethscription Baby Pastel Ape #189
,#303,Ethscription Baby Pastel Ape #187
,#304,Ethscription Baby Pastel Ape #97
,#305,Ethscription Baby Pastel Ape #60
,#306,Ethscription Baby Pastel Ape #351
,#307,Ethscription Baby Pastel Ape #377
,#308,Ethscription Baby Pastel Ape #89
,#309,Ethscription Baby Pastel Ape #215
,#310,Ethscription Baby Pastel Ape #239
,#311,Ethscription Baby Pastel Ape #314
,#312,Ethscription Baby Pastel Ape #222
,#313,Ethscription Baby Pastel Ape #178
,#314,Ethscription Baby Pastel Ape #88
,#315,Ethscription Baby Pastel Ape #27
,#316,Ethscription Baby Pastel Ape #265
,#317,Ethscription Baby Pastel Ape #62
,#318,Ethscription Baby Pastel Ape #82
,#319,Ethscription Baby Pastel Ape #211
,#320,Ethscription Baby Pastel Ape #267
,#321,Ethscription Baby Pastel Ape #217
,#322,Ethscription Baby Pastel Ape #201
,#323,Ethscription Baby Pastel Ape #73
,#324,Ethscription Baby Pastel Ape #8
,#325,Ethscription Baby Pastel Ape #278
,#326,Ethscription Baby Pastel Ape #273
,#327,Ethscription Baby Pastel Ape #281
,#328,Ethscription Baby Pastel Ape #200
,#329,Ethscription Baby Pastel Ape #167
,#330,Ethscription Baby Pastel Ape #243
,#331,Ethscription Baby Pastel Ape #184
,#332,Ethscription Baby Pastel Ape #225
,#333,Ethscription Baby Pastel Ape #172
,#334,Ethscription Baby Pastel Ape #24
,#335,Ethscription Baby Pastel Ape #403
,#336,Ethscription Baby Pastel Ape #103
,#337,Ethscription Baby Pastel Ape #323
,#338,Ethscription Baby Pastel Ape #393
,#339,Ethscription Baby Pastel Ape #279
,#340,Ethscription Baby Pastel Ape #46
,#341,Ethscription Baby Pastel Ape #75
,#342,Ethscription Baby Pastel Ape #392
,#343,Ethscription Baby Pastel Ape #181
,#344,Ethscription Baby Pastel Ape #354
,#345,Ethscription Baby Pastel Ape #107
,#346,Ethscription Baby Pastel Ape #406
,#347,Ethscription Baby Pastel Ape #28
,#348,Ethscription Baby Pastel Ape #71
,#349,Ethscription Baby Pastel Ape #131
,#350,Ethscription Baby Pastel Ape #166
,#351,Ethscription Baby Pastel Ape #188
,#352,Ethscription Baby Pastel Ape #293
,#353,Ethscription Baby Pastel Ape #301
,#354,Ethscription Baby Pastel Ape #231
,#355,Ethscription Baby Pastel Ape #232
,#356,Ethscription Baby Pastel Ape #126
,#357,Ethscription Baby Pastel Ape #254
,#358,Ethscription Baby Pastel Ape #106
,#359,Ethscription Baby Pastel Ape #120
,#360,Ethscription Baby Pastel Ape #276
,#361,Ethscription Baby Pastel Ape #52
,#362,Ethscription Baby Pastel Ape #287
,#363,Ethscription Baby Pastel Ape #251
,#364,Ethscription Baby Pastel Ape #285
,#365,Ethscription Baby Pastel Ape #40
,#366,Ethscription Baby Pastel Ape #220
,#367,Ethscription Baby Pastel Ape #78
,#368,Ethscription Baby Pastel Ape #192
,#369,Ethscription Baby Pastel Ape #102
,#370,Ethscription Baby Pastel Ape #164
,#371,Ethscription Baby Pastel Ape #401
,#372,Ethscription Baby Pastel Ape #56
,#373,Ethscription Baby Pastel Ape #143
,#374,Ethscription Baby Pastel Ape #53
,#375,Ethscription Baby Pastel Ape #133
,#376,Ethscription Baby Pastel Ape #140
,#377,Ethscription Baby Pastel Ape #196
,#378,Ethscription Baby Pastel Ape #49
,#379,Ethscription Baby Pastel Ape #68
,#380,Ethscription Baby Pastel Ape #16
,#381,Ethscription Baby Pastel Ape #77
,#382,Ethscription Baby Pastel Ape #258
,#383,Ethscription Baby Pastel Ape #395
,#384,Ethscription Baby Pastel Ape #182
,#385,Ethscription Baby Pastel Ape #195
,#386,Ethscription Baby Pastel Ape #317
,#387,Ethscription Baby Pastel Ape #394
,#388,Ethscription Baby Pastel Ape #44
,#389,Ethscription Baby Pastel Ape #6
,#390,Ethscription Baby Pastel Ape #130
,#391,Ethscription Baby Pastel Ape #256
,#392,Ethscription Baby Pastel Ape #135
,#393,Ethscription Baby Pastel Ape #148
,#394,Ethscription Baby Pastel Ape #244
,#395,Ethscription Baby Pastel Ape #169
,#396,Ethscription Baby Pastel Ape #63
,#397,Ethscription Baby Pastel Ape #96
,#398,Ethscription Baby Pastel Ape #246
,#399,Ethscription Baby Pastel Ape #45
,#400,Ethscription Baby Pastel Ape #128
,#401,Ethscription Baby Pastel Ape #21
,#402,Ethscription Baby Pastel Ape #113
,#403,Ethscription Baby Pastel Ape #43
,#404,Ethscription Baby Pastel Ape #72
,#405,Ethscription Baby Pastel Ape #50
,#406,Ethscription Baby Pastel Ape #122
,#407,Ethscription Baby Pastel Ape #1
,#408,Ethscription Baby Pastel Ape #65
,#409,Ethscription Baby Pastel Ape #41
,#410,Ethscription Baby Pastel Ape #138
,#411,Ethscription Baby Pastel Ape #10
,#412,Ethscription Baby Pastel Ape #25
,#413,Ethscription Baby Pastel Ape #15
,#414,Ethscription Baby Pastel Ape #48
,#415,Ethscription Baby Pastel Ape #13
,#416,Ethscription Baby Pastel Ape #18
,#417,Ethscription Baby Pastel Ape #9
,#418,Ethscription Baby Pastel Ape #66
,#419,Ethscription Baby Pastel Ape #3
,#420,Ethscription Baby Pastel Ape #20
